t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp;t.min;[A];[B];[A]exp;[B]exp
0.856;0;0.157;0;0.15543;0.856;0;0.156;0;0.15756;0.856;0;0.155;0;0.15655;0.856;0;0.154;0;0.15554;0.856;0.001;0.154;0.00099;0.15554;0.856;0.157;0;0.157;0;0.856;0.156;0;0.156;0;0.856;0.155;0;0.15345;0;0.856;0.154;0;0.15246;0;0.856;0.154;0.001;0.15246;0.00099
0.857;0;0.157;0;0.15543;0.857;0;0.156;0;0.156;0.857;0;0.155;0;0.15345;0.857;0;0.154;0;0.15554;0.857;0.001;0.154;0.00099;0.15554;0.857;0.157;0;0.157;0;0.857;0.156;0;0.156;0;0.857;0.155;0;0.155;0;0.857;0.154;0;0.15554;0;0.857;0.154;0.001;0.15554;0.001
0.858;0;0.157;0;0.15543;0.858;0;0.156;0;0.156;0.858;0;0.155;0;0.15655;0.858;0;0.154;0;0.154;0.858;0.001;0.154;0.001;0.154;0.858;0.157;0;0.157;0;0.858;0.156;0;0.15756;0;0.858;0.155;0;0.155;0;0.858;0.154;0;0.15554;0;0.858;0.154;0.001;0.15246;0.00099
0.859;0;0.157;0;0.157;0.859;0;0.156;0;0.15756;0.859;0;0.155;0;0.15345;0.859;0;0.154;0;0.15246;0.859;0.001;0.154;0.00099;0.15246;0.859;0.157;0;0.157;0;0.859;0.156;0;0.15444;0;0.859;0.155;0;0.155;0;0.859;0.154;0;0.154;0;0.859;0.154;0.001;0.154;0.001
0.86;0;0.157;0;0.15543;0.86;0;0.156;0;0.15756;0.86;0;0.155;0;0.155;0.86;0;0.154;0;0.15246;0.86;0.001;0.154;0.00101;0.15246;0.86;0.157;0;0.157;0;0.86;0.156;0;0.15444;0;0.86;0.155;0;0.15345;0;0.86;0.154;0;0.15554;0;0.86;0.154;0.001;0.15246;0.00101
0.861;0;0.157;0;0.15857;0.861;0;0.156;0;0.15444;0.861;0;0.155;0;0.15345;0.861;0;0.154;0;0.154;0.861;0.001;0.154;0.00101;0.15246;0.861;0.157;0;0.15857;0;0.861;0.156;0;0.156;0;0.861;0.155;0;0.15655;0;0.861;0.154;0;0.15554;0;0.861;0.154;0.001;0.15554;0.001
0.862;0;0.157;0;0.15543;0.862;0;0.156;0;0.156;0.862;0;0.155;0;0.155;0.862;0;0.154;0;0.15554;0.862;0.001;0.154;0.00101;0.15554;0.862;0.157;0;0.157;0;0.862;0.156;0;0.15444;0;0.862;0.155;0;0.155;0;0.862;0.154;0;0.15246;0;0.862;0.154;0.001;0.15246;0.001
0.863;0;0.157;0;0.157;0.863;0;0.156;0;0.156;0.863;0;0.155;0;0.15655;0.863;0;0.154;0;0.15554;0.863;0.001;0.154;0.001;0.15246;0.863;0.157;0;0.157;0;0.863;0.156;0;0.15756;0;0.863;0.155;0;0.15345;0;0.863;0.154;0;0.15246;0;0.863;0.154;0.001;0.15246;0.001
0.864;0;0.157;0;0.15543;0.864;0;0.156;0;0.15444;0.864;0;0.155;0;0.15655;0.864;0;0.154;0;0.15246;0.864;0.001;0.154;0.00099;0.15246;0.864;0.157;0;0.15857;0;0.864;0.156;0;0.15444;0;0.864;0.155;0;0.15655;0;0.864;0.154;0;0.15554;0;0.864;0.154;0.001;0.15554;0.001
0.865;0;0.157;0;0.15857;0.865;0;0.156;0;0.15756;0.865;0;0.155;0;0.15345;0.865;0;0.154;0;0.154;0.865;0.001;0.154;0.00101;0.15246;0.865;0.157;0;0.15543;0;0.865;0.156;0;0.156;0;0.865;0.155;0;0.155;0;0.865;0.154;0;0.154;0;0.865;0.154;0.001;0.15554;0.00099
0.866;0;0.157;0;0.15543;0.866;0;0.156;0;0.15756;0.866;0;0.155;0;0.15345;0.866;0;0.154;0;0.154;0.866;0.001;0.154;0.00099;0.15554;0.866;0.157;0;0.15543;0;0.866;0.156;0;0.156;0;0.866;0.155;0;0.155;0;0.866;0.154;0;0.15246;0;0.866;0.154;0.001;0.154;0.00101
0.867;0;0.157;0;0.15543;0.867;0;0.156;0;0.15756;0.867;0;0.155;0;0.15655;0.867;0;0.154;0;0.15554;0.867;0.001;0.154;0.001;0.154;0.867;0.157;0;0.15543;0;0.867;0.156;0;0.156;0;0.867;0.155;0;0.15655;0;0.867;0.154;0;0.15554;0;0.867;0.154;0.001;0.15554;0.00099
0.868;0;0.157;0;0.15543;0.868;0;0.156;0;0.156;0.868;0;0.155;0;0.15655;0.868;0;0.154;0;0.15554;0.868;0.001;0.154;0.00101;0.154;0.868;0.157;0;0.157;0;0.868;0.156;0;0.15444;0;0.868;0.155;0;0.15345;0;0.868;0.154;0;0.154;0;0.868;0.154;0.001;0.15246;0.001
0.869;0;0.157;0;0.157;0.869;0;0.156;0;0.15756;0.869;0;0.155;0;0.15655;0.869;0;0.154;0;0.154;0.869;0.001;0.154;0.00099;0.15554;0.869;0.157;0;0.15543;0;0.869;0.156;0;0.15444;0;0.869;0.155;0;0.15345;0;0.869;0.154;0;0.15554;0;0.869;0.154;0.001;0.154;0.00099
0.87;0;0.157;0;0.15543;0.87;0;0.156;0;0.156;0.87;0;0.155;0;0.15655;0.87;0;0.154;0;0.15554;0.87;0.001;0.154;0.00099;0.15246;0.87;0.157;0;0.15857;0;0.87;0.156;0;0.15444;0;0.87;0.155;0;0.15345;0;0.87;0.154;0;0.15246;0;0.87;0.154;0.001;0.15246;0.001
0.871;0;0.157;0;0.157;0.871;0;0.156;0;0.15756;0.871;0;0.155;0;0.155;0.871;0;0.154;0;0.15554;0.871;0.001;0.154;0.00099;0.15246;0.871;0.157;0;0.15857;0;0.871;0.156;0;0.15756;0;0.871;0.155;0;0.15345;0;0.871;0.154;0;0.15554;0;0.871;0.154;0.001;0.154;0.001
0.872;0;0.157;0;0.15543;0.872;0;0.156;0;0.15444;0.872;0;0.155;0;0.15655;0.872;0;0.154;0;0.15246;0.872;0.001;0.154;0.00099;0.154;0.872;0.157;0;0.15857;0;0.872;0.156;0;0.15444;0;0.872;0.155;0;0.155;0;0.872;0.154;0;0.15246;0;0.872;0.154;0.001;0.154;0.00099
0.873;0;0.157;0;0.15857;0.873;0;0.156;0;0.15444;0.873;0;0.155;0;0.15345;0.873;0;0.154;0;0.154;0.873;0.001;0.154;0.001;0.154;0.873;0.157;0;0.15857;0;0.873;0.156;0;0.156;0;0.873;0.155;0;0.155;0;0.873;0.154;0;0.15246;0;0.873;0.154;0.001;0.15246;0.00101
0.874;0;0.157;0;0.15857;0.874;0;0.156;0;0.15756;0.874;0;0.155;0;0.15655;0.874;0;0.154;0;0.154;0.874;0.001;0.154;0.001;0.15554;0.874;0.157;0;0.15543;0;0.874;0.156;0;0.156;0;0.874;0.155;0;0.15345;0;0.874;0.154;0;0.154;0;0.874;0.154;0.001;0.15554;0.001
0.875;0;0.157;0;0.15857;0.875;0;0.156;0;0.156;0.875;0;0.155;0;0.15345;0.875;0;0.154;0;0.15554;0.875;0.001;0.154;0.00101;0.15554;0.875;0.157;0;0.15543;0;0.875;0.156;0;0.15756;0;0.875;0.155;0;0.15655;0;0.875;0.154;0;0.15554;0;0.875;0.154;0.001;0.15554;0.00101
0.876;0;0.157;0;0.15857;0.876;0;0.156;0;0.15756;0.876;0;0.155;0;0.15655;0.876;0;0.154;0;0.15554;0.876;0.001;0.154;0.00099;0.15554;0.876;0.157;0;0.157;0;0.876;0.156;0;0.15444;0;0.876;0.155;0;0.155;0;0.876;0.154;0;0.15246;0;0.876;0.154;0.001;0.15554;0.00099
0.877;0;0.157;0;0.15857;0.877;0;0.156;0;0.156;0.877;0;0.155;0;0.155;0.877;0;0.154;0;0.15554;0.877;0.001;0.154;0.00099;0.15246;0.877;0.157;0;0.157;0;0.877;0.156;0;0.156;0;0.877;0.155;0;0.15345;0;0.877;0.154;0;0.15246;0;0.877;0.154;0.001;0.154;0.001
0.878;0;0.157;0;0.15857;0.878;0;0.156;0;0.156;0.878;0;0.155;0;0.15655;0.878;0;0.154;0;0.15246;0.878;0.001;0.154;0.00099;0.15246;0.878;0.157;0;0.157;0;0.878;0.156;0;0.15756;0;0.878;0.155;0;0.15655;0;0.878;0.154;0;0.15246;0;0.878;0.154;0.001;0.15554;0.001
0.879;0;0.157;0;0.15543;0.879;0;0.156;0;0.156;0.879;0;0.155;0;0.15345;0.879;0;0.154;0;0.154;0.879;0.001;0.154;0.00101;0.154;0.879;0.157;0;0.15543;0;0.879;0.156;0;0.15444;0;0.879;0.155;0;0.155;0;0.879;0.154;0;0.15554;0;0.879;0.154;0.001;0.15554;0.001
0.88;0;0.157;0;0.157;0.88;0;0.156;0;0.15756;0.88;0;0.155;0;0.15655;0.88;0;0.154;0;0.154;0.88;0.001;0.154;0.001;0.15246;0.88;0.157;0;0.157;0;0.88;0.156;0;0.15444;0;0.88;0.155;0;0.155;0;0.88;0.154;0;0.15554;0;0.88;0.154;0.001;0.15554;0.001
0.881;0;0.157;0;0.15857;0.881;0;0.156;0;0.15444;0.881;0;0.155;0;0.15655;0.881;0;0.154;0;0.154;0.881;0.001;0.154;0.00101;0.15554;0.881;0.157;0;0.15857;0;0.881;0.156;0;0.156;0;0.881;0.155;0;0.155;0;0.881;0.154;0;0.154;0;0.881;0.154;0.001;0.15246;0.001
0.882;0;0.157;0;0.157;0.882;0;0.156;0;0.15756;0.882;0;0.155;0;0.15345;0.882;0;0.154;0;0.15554;0.882;0.001;0.154;0.00099;0.15246;0.882;0.157;0;0.157;0;0.882;0.156;0;0.156;0;0.882;0.155;0;0.15655;0;0.882;0.154;0;0.15554;0;0.882;0.154;0.001;0.15246;0.00101
0.883;0;0.157;0;0.15543;0.883;0;0.156;0;0.15444;0.883;0;0.155;0;0.155;0.883;0;0.154;0;0.15554;0.883;0.001;0.154;0.00099;0.154;0.883;0.157;0;0.157;0;0.883;0.156;0;0.15756;0;0.883;0.155;0;0.15345;0;0.883;0.154;0;0.154;0;0.883;0.154;0.001;0.15246;0.00101
0.884;0;0.157;0;0.157;0.884;0;0.156;0;0.15444;0.884;0;0.155;0;0.15655;0.884;0;0.154;0;0.15246;0.884;0.001;0.154;0.00099;0.15554;0.884;0.157;0;0.15857;0;0.884;0.156;0;0.15756;0;0.884;0.155;0;0.15345;0;0.884;0.154;0;0.15554;0;0.884;0.154;0.001;0.154;0.001
0.885;0;0.157;0;0.157;0.885;0;0.156;0;0.156;0.885;0;0.155;0;0.155;0.885;0;0.154;0;0.154;0.885;0.001;0.154;0.00099;0.154;0.885;0.157;0;0.15857;0;0.885;0.156;0;0.15756;0;0.885;0.155;0;0.15655;0;0.885;0.154;0;0.15246;0;0.885;0.154;0.001;0.15246;0.001
0.886;0;0.157;0;0.15857;0.886;0;0.156;0;0.156;0.886;0;0.155;0;0.15655;0.886;0;0.154;0;0.15554;0.886;0.001;0.154;0.00101;0.154;0.886;0.157;0;0.157;0;0.886;0.156;0;0.15444;0;0.886;0.155;0;0.15345;0;0.886;0.154;0;0.15554;0;0.886;0.154;0.001;0.15554;0.00101
0.887;0;0.157;0;0.15857;0.887;0;0.156;0;0.156;0.887;0;0.155;0;0.15655;0.887;0;0.154;0;0.15246;0.887;0.001;0.154;0.001;0.154;0.887;0.157;0;0.15857;0;0.887;0.156;0;0.15444;0;0.887;0.155;0;0.155;0;0.887;0.154;0;0.15246;0;0.887;0.154;0.001;0.15246;0.00099
0.888;0;0.157;0;0.15857;0.888;0;0.156;0;0.156;0.888;0;0.155;0;0.15655;0.888;0;0.154;0;0.15554;0.888;0;0.153;0;0.15453;0.888;0.157;0;0.15857;0;0.888;0.156;0;0.15756;0;0.888;0.155;0;0.15655;0;0.888;0.154;0;0.154;0;0.888;0.153;0;0.15453;0
0.889;0;0.157;0;0.15857;0.889;0;0.156;0;0.15444;0.889;0;0.155;0;0.155;0.889;0;0.154;0;0.15246;0.889;0;0.153;0;0.153;0.889;0.157;0;0.15543;0;0.889;0.156;0;0.15756;0;0.889;0.155;0;0.15655;0;0.889;0.154;0;0.154;0;0.889;0.153;0;0.15453;0
0.89;0;0.157;0;0.15857;0.89;0;0.156;0;0.156;0.89;0;0.155;0;0.15655;0.89;0;0.154;0;0.154;0.89;0;0.153;0;0.153;0.89;0.157;0;0.15857;0;0.89;0.156;0;0.156;0;0.89;0.155;0;0.155;0;0.89;0.154;0;0.154;0;0.89;0.153;0;0.153;0
0.891;0;0.157;0;0.15857;0.891;0;0.156;0;0.15444;0.891;0;0.155;0;0.155;0.891;0;0.154;0;0.154;0.891;0;0.153;0;0.15453;0.891;0.157;0;0.15857;0;0.891;0.156;0;0.15756;0;0.891;0.155;0;0.15345;0;0.891;0.154;0;0.15554;0;0.891;0.153;0;0.15453;0
0.892;0;0.157;0;0.15857;0.892;0;0.156;0;0.156;0.892;0;0.155;0;0.15345;0.892;0;0.154;0;0.154;0.892;0;0.153;0;0.15147;0.892;0.157;0;0.157;0;0.892;0.156;0;0.156;0;0.892;0.155;0;0.15655;0;0.892;0.154;0;0.15554;0;0.892;0.153;0;0.15147;0
0.893;0;0.157;0;0.15543;0.893;0;0.156;0;0.15756;0.893;0;0.155;0;0.15655;0.893;0;0.154;0;0.15246;0.893;0;0.153;0;0.15453;0.893;0.157;0;0.157;0;0.893;0.156;0;0.156;0;0.893;0.155;0;0.15655;0;0.893;0.154;0;0.154;0;0.893;0.153;0;0.15147;0
0.894;0;0.157;0;0.15857;0.894;0;0.156;0;0.15756;0.894;0;0.155;0;0.15655;0.894;0;0.154;0;0.15554;0.894;0;0.153;0;0.15147;0.894;0.157;0;0.15543;0;0.894;0.156;0;0.15444;0;0.894;0.155;0;0.155;0;0.894;0.154;0;0.15554;0;0.894;0.153;0;0.15147;0
0.895;0;0.157;0;0.157;0.895;0;0.156;0;0.15444;0.895;0;0.155;0;0.15345;0.895;0;0.154;0;0.15554;0.895;0;0.153;0;0.153;0.895;0.157;0;0.15857;0;0.895;0.156;0;0.156;0;0.895;0.155;0;0.15655;0;0.895;0.154;0;0.15554;0;0.895;0.153;0;0.153;0
0.896;0;0.157;0;0.15857;0.896;0;0.156;0;0.156;0.896;0;0.155;0;0.15655;0.896;0;0.154;0;0.15554;0.896;0;0.153;0;0.153;0.896;0.157;0;0.15543;0;0.896;0.156;0;0.156;0;0.896;0.155;0;0.155;0;0.896;0.154;0;0.154;0;0.896;0.153;0;0.153;0
0.897;0;0.157;0;0.157;0.897;0;0.156;0;0.15444;0.897;0;0.155;0;0.15345;0.897;0;0.154;0;0.15554;0.897;0;0.153;0;0.153;0.897;0.157;0;0.15543;0;0.897;0.156;0;0.156;0;0.897;0.155;0;0.155;0;0.897;0.154;0;0.15246;0;0.897;0.153;0;0.15453;0
0.898;0;0.157;0;0.15543;0.898;0;0.156;0;0.15444;0.898;0;0.155;0;0.155;0.898;0;0.154;0;0.154;0.898;0;0.153;0;0.15453;0.898;0.157;0;0.15543;0;0.898;0.156;0;0.156;0;0.898;0.155;0;0.15655;0;0.898;0.154;0;0.15554;0;0.898;0.153;0;0.15453;0
0.899;0;0.157;0;0.15543;0.899;0;0.156;0;0.15756;0.899;0;0.155;0;0.155;0.899;0;0.154;0;0.15554;0.899;0;0.153;0;0.153;0.899;0.157;0;0.15543;0;0.899;0.156;0;0.15444;0;0.899;0.155;0;0.15655;0;0.899;0.154;0;0.15246;0;0.899;0.153;0;0.153;0
0.9;0;0.157;0;0.15857;0.9;0;0.156;0;0.15444;0.9;0;0.155;0;0.155;0.9;0;0.154;0;0.154;0.9;0;0.153;0;0.15147;0.9;0.157;0;0.157;0;0.9;0.156;0;0.156;0;0.9;0.155;0;0.155;0;0.9;0.154;0;0.154;0;0.9;0.153;0;0.15453;0
0.901;0;0.157;0;0.15543;0.901;0;0.156;0;0.15756;0.901;0;0.155;0;0.15345;0.901;0;0.154;0;0.154;0.901;0;0.153;0;0.15453;0.901;0.157;0;0.157;0;0.901;0.156;0;0.15756;0;0.901;0.155;0;0.155;0;0.901;0.154;0;0.154;0;0.901;0.153;0;0.15453;0
0.902;0;0.157;0;0.15857;0.902;0;0.156;0;0.156;0.902;0;0.155;0;0.15345;0.902;0;0.154;0;0.15246;0.902;0;0.153;0;0.153;0.902;0.157;0;0.15543;0;0.902;0.156;0;0.15444;0;0.902;0.155;0;0.15345;0;0.902;0.154;0;0.15246;0;0.902;0.153;0;0.15453;0
0.903;0;0.157;0;0.15543;0.903;0;0.156;0;0.156;0.903;0;0.155;0;0.15655;0.903;0;0.154;0;0.15246;0.903;0;0.153;0;0.15453;0.903;0.157;0;0.157;0;0.903;0.156;0;0.156;0;0.903;0.155;0;0.155;0;0.903;0.154;0;0.15554;0;0.903;0.153;0;0.15147;0
0.904;0;0.157;0;0.157;0.904;0;0.156;0;0.156;0.904;0;0.155;0;0.15655;0.904;0;0.154;0;0.154;0.904;0;0.153;0;0.15453;0.904;0.157;0;0.15543;0;0.904;0.156;0;0.156;0;0.904;0.155;0;0.15345;0;0.904;0.154;0;0.15554;0;0.904;0.153;0;0.15453;0
0.905;0;0.157;0;0.15857;0.905;0;0.156;0;0.15756;0.905;0;0.155;0;0.15345;0.905;0;0.154;0;0.15246;0.905;0;0.153;0;0.15147;0.905;0.157;0;0.15543;0;0.905;0.156;0;0.15444;0;0.905;0.155;0;0.155;0;0.905;0.154;0;0.15246;0;0.905;0.153;0;0.153;0
0.906;0;0.157;0;0.15857;0.906;0;0.156;0;0.156;0.906;0;0.155;0;0.155;0.906;0;0.154;0;0.15246;0.906;0;0.153;0;0.15453;0.906;0.157;0;0.15543;0;0.906;0.156;0;0.156;0;0.906;0.155;0;0.15655;0;0.906;0.154;0;0.154;0;0.906;0.153;0;0.153;0
0.907;0;0.157;0;0.15857;0.907;0;0.156;0;0.15444;0.907;0;0.155;0;0.15345;0.907;0;0.154;0;0.15554;0.907;0;0.153;0;0.15453;0.907;0.157;0;0.15543;0;0.907;0.156;0;0.15444;0;0.907;0.155;0;0.15345;0;0.907;0.154;0;0.15246;0;0.907;0.153;0;0.15147;0
0.908;0;0.157;0;0.157;0.908;0;0.156;0;0.15756;0.908;0;0.155;0;0.15345;0.908;0;0.154;0;0.15246;0.908;0;0.153;0;0.15453;0.908;0.157;0;0.15543;0;0.908;0.156;0;0.15756;0;0.908;0.155;0;0.15655;0;0.908;0.154;0;0.15246;0;0.908;0.153;0;0.15147;0
0.909;0;0.157;0;0.157;0.909;0;0.156;0;0.156;0.909;0;0.155;0;0.15345;0.909;0;0.154;0;0.154;0.909;0;0.153;0;0.153;0.909;0.157;0;0.15857;0;0.909;0.156;0;0.156;0;0.909;0.155;0;0.15655;0;0.909;0.154;0;0.15246;0;0.909;0.153;0;0.15453;0
0.91;0;0.157;0;0.15543;0.91;0;0.156;0;0.15756;0.91;0;0.155;0;0.15655;0.91;0;0.154;0;0.154;0.91;0;0.153;0;0.153;0.91;0.157;0;0.15857;0;0.91;0.156;0;0.156;0;0.91;0.155;0;0.15345;0;0.91;0.154;0;0.15246;0;0.91;0.153;0;0.15453;0
0.911;0;0.157;0;0.15543;0.911;0;0.156;0;0.15444;0.911;0;0.155;0;0.15655;0.911;0;0.154;0;0.15246;0.911;0;0.153;0;0.153;0.911;0.157;0;0.15543;0;0.911;0.156;0;0.156;0;0.911;0.155;0;0.155;0;0.911;0.154;0;0.15554;0;0.911;0.153;0;0.153;0
0.912;0;0.157;0;0.157;0.912;0;0.156;0;0.156;0.912;0;0.155;0;0.155;0.912;0;0.154;0;0.154;0.912;0;0.153;0;0.153;0.912;0.157;0;0.15857;0;0.912;0.156;0;0.156;0;0.912;0.155;0;0.15345;0;0.912;0.154;0;0.154;0;0.912;0.153;0;0.153;0
0.913;0;0.157;0;0.15543;0.913;0;0.156;0;0.15756;0.913;0;0.155;0;0.15655;0.913;0;0.154;0;0.15554;0.913;0;0.153;0;0.15147;0.913;0.157;0;0.15543;0;0.913;0.156;0;0.15444;0;0.913;0.155;0;0.15655;0;0.913;0.154;0;0.154;0;0.913;0.153;0;0.15147;0
0.914;0;0.157;0;0.15857;0.914;0;0.156;0;0.15444;0.914;0;0.155;0;0.15655;0.914;0;0.154;0;0.15246;0.914;0;0.153;0;0.15453;0.914;0.157;0;0.157;0;0.914;0.156;0;0.156;0;0.914;0.155;0;0.155;0;0.914;0.154;0;0.15246;0;0.914;0.153;0;0.15147;0
0.915;0;0.157;0;0.157;0.915;0;0.156;0;0.15756;0.915;0;0.155;0;0.15655;0.915;0;0.154;0;0.15554;0.915;0;0.153;0;0.15453;0.915;0.157;0;0.15543;0;0.915;0.156;0;0.156;0;0.915;0.155;0;0.155;0;0.915;0.154;0;0.15554;0;0.915;0.153;0;0.15147;0
0.916;0;0.157;0;0.15857;0.916;0;0.156;0;0.156;0.916;0;0.155;0;0.155;0.916;0;0.154;0;0.154;0.916;0;0.153;0;0.15147;0.916;0.157;0;0.15543;0;0.916;0.156;0;0.15444;0;0.916;0.155;0;0.155;0;0.916;0.154;0;0.154;0;0.916;0.153;0;0.153;0
0.917;0;0.157;0;0.15857;0.917;0;0.156;0;0.156;0.917;0;0.155;0;0.15345;0.917;0;0.154;0;0.154;0.917;0;0.153;0;0.15147;0.917;0.157;0;0.157;0;0.917;0.156;0;0.15756;0;0.917;0.155;0;0.155;0;0.917;0.154;0;0.154;0;0.917;0.153;0;0.15453;0
0.918;0;0.157;0;0.157;0.918;0;0.156;0;0.156;0.918;0;0.155;0;0.15345;0.918;0;0.154;0;0.154;0.918;0;0.153;0;0.15147;0.918;0.157;0;0.15543;0;0.918;0.156;0;0.15756;0;0.918;0.155;0;0.15345;0;0.918;0.154;0;0.15554;0;0.918;0.153;0;0.15453;0
0.919;0;0.157;0;0.157;0.919;0;0.156;0;0.15756;0.919;0;0.155;0;0.155;0.919;0;0.154;0;0.15246;0.919;0;0.153;0;0.153;0.919;0.157;0;0.15857;0;0.919;0.156;0;0.15756;0;0.919;0.155;0;0.15655;0;0.919;0.154;0;0.15554;0;0.919;0.153;0;0.15453;0
0.92;0;0.157;0;0.15543;0.92;0;0.156;0;0.15444;0.92;0;0.155;0;0.15345;0.92;0;0.154;0;0.15554;0.92;0;0.153;0;0.15453;0.92;0.157;0;0.157;0;0.92;0.156;0;0.156;0;0.92;0.155;0;0.15655;0;0.92;0.154;0;0.154;0;0.92;0.153;0;0.153;0
0.921;0;0.157;0;0.15857;0.921;0;0.156;0;0.156;0.921;0;0.155;0;0.15655;0.921;0;0.154;0;0.15554;0.921;0;0.153;0;0.153;0.921;0.157;0;0.157;0;0.921;0.156;0;0.156;0;0.921;0.155;0;0.15345;0;0.921;0.154;0;0.15554;0;0.921;0.153;0;0.15147;0
0.922;0;0.157;0;0.15543;0.922;0;0.156;0;0.156;0.922;0;0.155;0;0.155;0.922;0;0.154;0;0.154;0.922;0;0.153;0;0.153;0.922;0.157;0;0.157;0;0.922;0.156;0;0.15444;0;0.922;0.155;0;0.15655;0;0.922;0.154;0;0.15246;0;0.922;0.153;0;0.15147;0
0.923;0;0.157;0;0.157;0.923;0;0.156;0;0.15444;0.923;0;0.155;0;0.15345;0.923;0;0.154;0;0.15246;0.923;0;0.153;0;0.15147;0.923;0.157;0;0.15543;0;0.923;0.156;0;0.156;0;0.923;0.155;0;0.15345;0;0.923;0.154;0;0.15246;0;0.923;0.153;0;0.15453;0
0.924;0;0.157;0;0.15857;0.924;0;0.156;0;0.15444;0.924;0;0.155;0;0.15345;0.924;0;0.154;0;0.15554;0.924;0;0.153;0;0.15147;0.924;0.157;0;0.15857;0;0.924;0.156;0;0.15756;0;0.924;0.155;0;0.155;0;0.924;0.154;0;0.15246;0;0.924;0.153;0;0.15453;0
0.925;0;0.157;0;0.15857;0.925;0;0.156;0;0.15444;0.925;0;0.155;0;0.15345;0.925;0;0.154;0;0.15246;0.925;0;0.153;0;0.15453;0.925;0.157;0;0.157;0;0.925;0.156;0;0.156;0;0.925;0.155;0;0.15345;0;0.925;0.154;0;0.15246;0;0.925;0.153;0;0.15147;0
0.926;0;0.157;0;0.15857;0.926;0;0.156;0;0.15444;0.926;0;0.155;0;0.15345;0.926;0;0.154;0;0.15246;0.926;0;0.153;0;0.15147;0.926;0.157;0;0.15543;0;0.926;0.156;0;0.156;0;0.926;0.155;0;0.155;0;0.926;0.154;0;0.15554;0;0.926;0.153;0;0.15453;0
0.927;0;0.157;0;0.157;0.927;0;0.156;0;0.15756;0.927;0;0.155;0;0.155;0.927;0;0.154;0;0.15246;0.927;0;0.153;0;0.15453;0.927;0.157;0;0.157;0;0.927;0.156;0;0.15756;0;0.927;0.155;0;0.15345;0;0.927;0.154;0;0.15554;0;0.927;0.153;0;0.15147;0
0.928;0;0.157;0;0.157;0.928;0;0.156;0;0.156;0.928;0;0.155;0;0.15345;0.928;0;0.154;0;0.154;0.928;0;0.153;0;0.153;0.928;0.157;0;0.157;0;0.928;0.156;0;0.15756;0;0.928;0.155;0;0.15345;0;0.928;0.154;0;0.15246;0;0.928;0.153;0;0.153;0
0.929;0;0.157;0;0.15543;0.929;0;0.156;0;0.156;0.929;0;0.155;0;0.15655;0.929;0;0.154;0;0.154;0.929;0;0.153;0;0.15453;0.929;0.157;0;0.157;0;0.929;0.156;0;0.156;0;0.929;0.155;0;0.15655;0;0.929;0.154;0;0.15246;0;0.929;0.153;0;0.15453;0
0.93;0;0.157;0;0.15857;0.93;0;0.156;0;0.15756;0.93;0;0.155;0;0.15655;0.93;0;0.154;0;0.15554;0.93;0;0.153;0;0.15453;0.93;0.157;0;0.15543;0;0.93;0.156;0;0.156;0;0.93;0.155;0;0.15345;0;0.93;0.154;0;0.15554;0;0.93;0.153;0;0.15453;0
0.931;0;0.157;0;0.15543;0.931;0;0.156;0;0.15444;0.931;0;0.155;0;0.15655;0.931;0;0.154;0;0.15554;0.931;0;0.153;0;0.15147;0.931;0.157;0;0.15857;0;0.931;0.156;0;0.15756;0;0.931;0.155;0;0.15345;0;0.931;0.154;0;0.154;0;0.931;0.153;0;0.15453;0
0.932;0;0.157;0;0.15543;0.932;0;0.156;0;0.156;0.932;0;0.155;0;0.15345;0.932;0;0.154;0;0.15246;0.932;0;0.153;0;0.15453;0.932;0.157;0;0.15857;0;0.932;0.156;0;0.15444;0;0.932;0.155;0;0.15345;0;0.932;0.154;0;0.154;0;0.932;0.153;0;0.15453;0
0.933;0;0.157;0;0.15857;0.933;0;0.156;0;0.15444;0.933;0;0.155;0;0.15345;0.933;0;0.154;0;0.15246;0.933;0;0.153;0;0.15453;0.933;0.157;0;0.15543;0;0.933;0.156;0;0.15444;0;0.933;0.155;0;0.15345;0;0.933;0.154;0;0.15246;0;0.933;0.153;0;0.15147;0
0.934;0;0.157;0;0.15857;0.934;0;0.156;0;0.15756;0.934;0;0.155;0;0.155;0.934;0;0.154;0;0.15246;0.934;0;0.153;0;0.153;0.934;0.157;0;0.15857;0;0.934;0.156;0;0.15444;0;0.934;0.155;0;0.15345;0;0.934;0.154;0;0.15554;0;0.934;0.153;0;0.153;0
0.935;0;0.157;0;0.15857;0.935;0;0.156;0;0.15444;0.935;0;0.155;0;0.15655;0.935;0;0.154;0;0.154;0.935;0;0.153;0;0.153;0.935;0.157;0;0.15543;0;0.935;0.156;0;0.156;0;0.935;0.155;0;0.155;0;0.935;0.154;0;0.15246;0;0.935;0.153;0;0.15147;0
